sale_id,product_id,sale_date,quantity_sold,sale_price,customer_region,sales_channel,salesperson_id
1789db43-426f-4634-a7d6-5f4540cfbc5d,P0018,2024-12-09,3,141.43,South,Online,SP015
bcefd369-c72c-40bc-b957-9e9790856cdd,P0029,2025-02-17,8,487.54,East,Retail,SP049
48f1f597-044f-4488-8f5f-214e8f2d0795,P0098,2025-02-16,6,217.3,North,Distributor,SP025
a150bdf0-3c5f-4c72-86ba-bc346970e46e,P0078,2024-12-12,9,389.47,North,Retail,SP034
9317393a-0b00-496f-af98-60584731db58,P0045,2025-01-04,9,246.35,North,Retail,SP043
4cbe456e-1712-4518-b896-62c1c8956e15,P0076,2024-12-15,8,28.02,East,Online,SP030
00b14def-2259-4e01-bf03-991f2396eefa,P0034,2025-02-08,2,453.69,South,Distributor,SP014
00c91e9f-698c-4d9c-beb1-178d49d88f27,P0090,2024-11-20,9,176.23,South,Retail,SP006
515552bd-6be7-4cd7-a14e-9bcf82fa1f8b,P0094,2024-12-25,2,208.49,North,Retail,SP013
39386d9b-928d-4ce7-8648-bb58ff7bdb1e,P0021,2025-02-13,7,47.78,West,Retail,SP045
1c31d163-ba1b-46b1-8e9d-763427a401a7,P0023,2024-12-06,2,367.56,West,Retail,SP024
dada69f2-4b1b-4f35-be56-6ba5dc4a7587,P0089,2024-11-14,4,68.35,West,Online,SP047
30fa866f-4129-4db1-8ee7-eb0812b8438a,P0082,2024-11-23,7,199.76,East,Online,SP020
14403bca-4eeb-4308-b3ff-43b90d4d2386,P0033,2025-03-28,8,133.78,West,Distributor,SP050
bb9cfcf1-e35a-42fe-9e3d-5ce05f4b0caa,P0010,2024-12-01,9,249.77,South,Distributor,SP033
f593fa17-0fef-41b9-9919-6cc5b760a6a4,P0015,2025-04-01,5,131.98,South,Retail,SP049
10579b13-2b33-40ce-99f8-3deec5f0dafe,P0064,2025-01-06,3,363.95,South,Online,SP026
f25db2a3-6140-426e-8188-923ae252c164,P0034,2025-01-05,5,284.84,South,Online,SP021
ae9a473d-af0e-4cd4-aac3-042d2dcda167,P0032,2025-02-17,3,157.81,South,Retail,SP025
74004bd3-8a79-4489-a930-9e0413b1b21a,P0009,2025-05-02,5,306.22,East,Online,SP031
084c7704-fb9c-4398-91b4-cf91e394c4ad,P0005,2024-11-13,9,95.59,East,Distributor,SP037
2c45b580-976f-43cb-958d-4292acb04df6,P0077,2024-12-20,1,79.87,West,Online,SP033
c597f3a0-fdd8-4bd8-886d-bf498e4a1c55,P0083,2025-05-05,4,211.91,North,Online,SP014
9ccbe444-5782-4015-97f6-d1c19fbe189b,P0050,2025-02-23,9,426.05,North,Distributor,SP009
934caef4-f3eb-4135-a45a-37b92c417869,P0086,2025-02-24,7,274.83,North,Retail,SP040
db8af334-4ad6-46ba-95e2-92c81f2b0eb6,P0043,2025-03-03,8,61.81,East,Distributor,SP046
062e9e9a-c051-45f4-b05e-00b28528658f,P0014,2025-04-22,2,204.97,East,Online,SP006
57238657-94c5-47bf-8744-2b17513ab1fa,P0093,2025-04-17,9,396.89,North,Retail,SP034
a1688afb-0c7c-4571-a6b3-11af583921fd,P0083,2025-02-23,1,274.05,West,Online,SP023
3658fd42-e4c9-4692-8170-1064ecb20cb5,P0032,2025-03-13,6,116.94,East,Distributor,SP032
bf024481-5bc3-4cd2-a20d-62e16a5ef944,P0086,2025-04-10,2,244.92,East,Online,SP026
30c28094-272d-4db2-bfbc-ee7c1a0de748,P0045,2025-02-23,5,74.78,South,Distributor,SP044
2d1ce294-0c0b-45b5-8ae4-8fd48b4adf66,P0023,2025-03-02,6,425.74,West,Online,SP018
b7f849d7-67db-41fe-b703-b759e9ebbc0d,P0085,2025-03-30,2,53.29,North,Online,SP003
f7b3acdd-d8ca-4737-8909-04d383660bfa,P0054,2025-04-15,3,327.23,North,Retail,SP007
b423aea4-4655-4b6e-8579-9aaaa4ad42b1,P0029,2025-04-03,6,148.84,East,Retail,SP050
193ad6f1-c4f1-47a1-86e5-fdbb7c174424,P0049,2025-03-20,8,60.41,West,Distributor,SP021
e4cac178-25fe-4e6a-b911-f035a91c357b,P0068,2025-01-21,3,30.72,East,Retail,SP046
b30dc17d-4bd4-4605-aaad-275da26fc95e,P0072,2025-02-26,1,104.68,East,Online,SP045
fe8e0f14-3a85-4de0-a2fe-c255d089faa2,P0048,2025-04-14,7,436.71,East,Retail,SP031
3bc18c99-ec9b-4c0b-953b-746e7d9dd269,P0085,2025-03-30,4,379.59,South,Online,SP019
fea22a2f-97c4-4e9e-8b0c-5ea7d4cda1ff,P0027,2024-11-23,6,13.88,South,Distributor,SP004
f3791009-aae7-4515-8c40-c748b1db796f,P0090,2024-12-11,8,439.53,North,Distributor,SP029
39c0f141-6a22-479c-be1b-f32b12769c30,P0094,2025-03-10,6,85.0,North,Distributor,SP048
87cabf0a-255a-4941-a3ea-02c612b43f83,P0062,2025-05-07,9,282.29,East,Retail,SP031
96cabf1d-d018-4eba-9140-b13c7fc2b7f0,P0026,2024-11-23,1,18.45,South,Online,SP014
b46834d4-5c40-4a55-bfe1-38ef094e8074,P0072,2024-12-06,9,51.61,South,Online,SP026
6ec63546-c535-4771-bd4c-a75f02510b20,P0036,2025-04-11,3,455.06,North,Online,SP041
2934719a-e354-4bdf-91fd-90f495db3e44,P0049,2025-04-08,1,198.41,West,Retail,SP042
53db9b09-166d-47b9-98db-c943c26b17b6,P0020,2025-03-06,3,57.21,North,Online,SP045
1dfe2d8c-302e-4348-849b-809f2be3b485,P0034,2025-03-02,4,228.59,South,Online,SP028
281534dc-7d1b-4890-b5ad-0c0088230859,P0053,2025-01-15,2,51.24,East,Online,SP026
57ce3b7f-98b1-482c-b0eb-a67306a236c5,P0066,2024-11-10,5,482.42,North,Online,SP016
1c882c0d-f9a3-419f-9229-d55b352f3717,P0023,2025-03-14,8,97.43,West,Distributor,SP027
a48d91af-dd10-4a4c-bc7b-e6a90cfd620e,P0084,2025-02-16,8,147.13,East,Retail,SP040
7aa821a9-41d1-4949-b56a-ac17fb7eee8e,P0037,2025-03-10,9,290.91,North,Distributor,SP037
9eda9ac4-5d66-4f5c-82ab-0dee4878c8f8,P0092,2024-12-28,5,159.61,East,Online,SP017
6fe44c82-dfd4-4199-b945-031d05d24fec,P0074,2025-03-31,9,201.01,East,Distributor,SP045
54cf7cf6-47a2-4ab4-a468-ae3488600de4,P0017,2025-01-06,8,262.49,North,Distributor,SP033
e857ea74-bb79-4c15-8090-db9f229548f8,P0070,2025-03-03,4,281.12,North,Online,SP002
9d6e180a-d5c7-4607-859b-b9df92b70ba5,P0068,2024-11-12,2,161.8,West,Retail,SP008
6d741427-aa51-4ddf-9bc8-d7866e6b8578,P0053,2025-01-18,3,184.73,North,Retail,SP038
87245fcf-a8b7-4ed1-9a9b-e4d3a173a65e,P0068,2025-04-19,2,88.58,East,Retail,SP024
aaed45db-874a-4608-b635-b521cb8d813e,P0033,2025-01-05,6,74.65,North,Online,SP047
82e31131-b6db-46b9-a522-03f6ea4650c2,P0032,2025-03-24,1,21.52,South,Distributor,SP013
8359f017-be90-4d46-b6c8-a4f24f2e5699,P0015,2024-12-09,8,447.52,North,Online,SP026
d442f59c-f91b-4cce-98ed-68f3e18b20c0,P0061,2025-02-25,5,222.96,West,Retail,SP011
688a2660-4dfb-4873-92df-4ef487c3d904,P0090,2025-02-16,6,484.04,West,Retail,SP032
a04e8a4e-c851-4493-a254-3c540bda7965,P0031,2025-02-02,3,441.8,North,Retail,SP003
9f8d0926-56f5-4b83-81f4-591eda959139,P0015,2025-04-09,7,483.73,South,Online,SP003
113d177f-fd0c-4c7d-b470-72ee34367b38,P0007,2025-04-13,7,65.6,East,Retail,SP019
c347dac3-d38b-4828-b58f-9848d4645d67,P0075,2025-02-08,2,87.15,South,Online,SP005
c62b0a51-735c-4d89-9c5a-13d73ee4c43e,P0068,2025-01-24,6,489.99,East,Retail,SP041
3461c5fb-677b-4a3c-a83b-ad4322659015,P0099,2024-12-14,7,69.26,North,Retail,SP025
8a93a4b5-5680-41a5-b6fc-9e2b3da3ace6,P0070,2025-01-18,5,282.08,East,Retail,SP036
a81b3b66-3e5a-464a-8aa4-6977e6422e7a,P0031,2025-03-02,1,19.54,North,Online,SP019
2664f498-70ec-4614-84c6-c38ee8834850,P0041,2024-11-27,4,445.68,North,Retail,SP019
8e703e25-9714-406b-b484-b1ee0dede7a9,P0072,2025-01-31,5,486.86,South,Distributor,SP015
81e77138-77d9-472b-b36a-0b141ee27291,P0017,2025-01-27,9,410.44,South,Retail,SP032
732e73b2-2205-434f-b662-23e683ef7237,P0044,2024-12-24,2,59.82,East,Distributor,SP019
1fe2ac04-3b09-4180-a17a-88a57d127762,P0048,2025-01-20,9,238.23,East,Online,SP032
c33af5e0-f077-4083-a919-2d402e2c040b,P0036,2025-02-15,9,182.11,East,Online,SP008
14376a0a-8cee-4f7b-934f-0170c1ed57fe,P0003,2024-11-09,2,410.53,East,Retail,SP044
4be2bb97-d2c9-45ba-bcea-5ebd0008632f,P0018,2024-11-17,5,60.91,West,Retail,SP035
ce86f898-271d-4108-be80-f2445a96d34b,P0054,2025-01-18,1,123.74,East,Retail,SP036
1c999537-47dd-4138-9aba-7c46e1171b83,P0095,2025-04-01,4,453.15,East,Online,SP004
f91a5250-e15c-496b-9562-8bf303a1f6f7,P0008,2024-12-02,3,227.92,North,Distributor,SP040
2298ed80-41b2-4fef-a274-2022f4645a5d,P0072,2025-03-23,9,220.58,South,Retail,SP011
469191b2-10a2-4bb8-8cb7-de2e9f7f9d8e,P0070,2024-11-26,6,370.34,North,Distributor,SP009
14163926-6faa-4547-bf38-a4a6048dcee0,P0037,2025-02-23,3,20.4,North,Distributor,SP041
3bae7ba3-c759-4336-9aa1-4e2e112e5da0,P0024,2025-05-03,2,165.93,South,Retail,SP038
1abe615d-abcb-4d74-925d-39ed6aca2834,P0003,2025-03-29,8,6.89,East,Distributor,SP033
9047c3ea-d690-4eb3-9fdb-635e4230b892,P0043,2025-04-02,7,87.73,South,Retail,SP012
b2bf3843-f943-4acb-a654-bf664812d5b6,P0072,2025-01-07,4,117.45,West,Online,SP024
f19e50c9-0f12-4111-9433-924b6dc3d809,P0019,2024-12-09,8,40.97,North,Retail,SP006
034254bc-4d86-4f8e-9b2a-aafb1192a212,P0047,2025-01-02,3,348.6,East,Distributor,SP012
5fca223d-1ba3-447b-9f85-b5b714e7f49f,P0038,2024-12-16,9,111.69,North,Retail,SP014
01a96d09-1a25-4b2e-b9f9-40efc4164eb9,P0023,2025-01-15,5,21.43,North,Distributor,SP036
48180b3a-da7c-4239-af78-a6d5d750790f,P0033,2025-03-12,5,207.11,East,Retail,SP027
48d8fe7c-0dd9-42b7-b538-0d9b30ddbeba,P0098,2025-01-13,4,469.46,West,Distributor,SP027
49ba778a-5a5e-4896-abd9-109cccfddb8e,P0033,2025-03-29,1,384.2,North,Online,SP049
e817f1e0-466e-49a0-92a6-1794fe6561ee,P0089,2024-11-12,3,34.25,North,Retail,SP011
938b5973-48ae-4b18-9aa0-162564e67fa5,P0084,2025-05-07,2,327.13,West,Retail,SP036
4b9ca2f0-f18b-44a9-923c-3c0eacd30f3a,P0073,2025-04-20,6,337.01,East,Distributor,SP048
3fd7a7c5-fc37-46b8-9586-33efe15b20db,P0076,2024-12-08,7,88.7,South,Online,SP013
d7d56551-60f2-411f-ae88-0acaefaf4bc9,P0015,2024-11-11,2,226.29,West,Online,SP004
d1c81502-f1fa-4b5d-9fed-e150e6894f19,P0100,2024-11-11,6,117.23,South,Distributor,SP009
89ead863-12c8-46b2-b1c5-dd663b890bb2,P0099,2025-04-10,5,275.59,North,Distributor,SP025
816050f1-cbca-4348-b42c-f929a75bdd18,P0057,2025-04-16,3,209.32,South,Distributor,SP024
7304dd1a-2498-4248-a47c-4c1379736576,P0026,2025-04-23,4,13.91,North,Distributor,SP003
91f8a4e3-6928-4523-b527-abefc8db5d15,P0057,2025-01-24,8,371.25,North,Distributor,SP044
2248f436-6324-41a5-b09c-2ef2e5ba3dc6,P0075,2025-04-04,6,143.62,West,Distributor,SP011
5bc621dc-907f-49f7-b7b4-23e56b42b297,P0010,2025-04-20,9,149.65,West,Distributor,SP035
88450294-49d0-469b-8bf8-190eff15f841,P0001,2025-04-06,3,413.89,North,Distributor,SP035
b0f8d524-646f-4941-84c9-fac26dfc74d9,P0018,2025-01-15,3,403.43,East,Retail,SP032
cf883b53-6a94-4cbd-9662-5b74a39e20b4,P0005,2024-11-11,4,490.99,North,Retail,SP023
1e059dff-f173-432d-a9a7-aee8091c1005,P0076,2025-03-26,9,155.85,South,Online,SP005
41de9a71-d92d-4200-a1a6-4a1514a1f07b,P0024,2025-03-29,7,268.67,West,Online,SP012
fe12a6b8-35be-437e-9e27-97fd5d9abf8a,P0060,2025-04-17,3,437.01,East,Distributor,SP037
61e5f563-309d-4bcc-91d0-4a6f9075ba19,P0023,2025-01-12,8,353.32,West,Distributor,SP011
ebe2b20e-c445-40fd-b141-342baea2fa3a,P0063,2024-12-05,4,52.78,North,Distributor,SP029
0c99f45d-90ce-41f7-ba8c-5202afb40584,P0010,2025-04-27,9,11.14,West,Retail,SP035
aadecc93-fef0-4db7-a877-3bb14d722e8d,P0031,2025-02-19,8,145.5,East,Retail,SP021
49a85473-c255-45ff-afb4-d219f23d83ae,P0020,2024-12-14,5,152.13,South,Distributor,SP022
c655ae0d-a760-4b68-af97-641c35a66dfc,P0065,2025-04-03,9,28.83,West,Retail,SP020
432e635d-8076-43a4-bcd2-87d920414a3c,P0027,2025-01-22,4,439.23,West,Online,SP026
3dc8bd1e-7eb1-40cf-8bb1-fdeb9a4ddd55,P0044,2024-11-17,2,335.56,West,Distributor,SP007
c8f35767-9e58-4645-a99c-3d3fec717716,P0019,2025-04-23,6,446.69,South,Retail,SP023
dfd63c32-6270-43d7-bf02-81dd9a0a00db,P0018,2024-11-28,7,268.0,South,Retail,SP005
b6aa2d04-cb41-4ced-aeca-3624d2ac6fe2,P0071,2025-04-06,1,146.22,West,Retail,SP034
05e67170-5c10-4ead-a4d3-17756690d6ca,P0068,2025-01-20,3,137.55,West,Distributor,SP003
07d7c1b1-30d9-4c0c-a528-619223297e65,P0012,2025-02-08,2,288.81,East,Distributor,SP023
eb101cb1-8b52-4799-b453-9a3b4b49c80d,P0096,2025-02-25,5,36.5,North,Online,SP028
25ce9268-9643-445d-b498-8cbf2cb936c3,P0016,2024-12-08,4,114.01,South,Online,SP001
a76baf97-78c2-4d63-a582-849c7b3774e6,P0049,2025-02-12,1,370.1,West,Distributor,SP044
f3d022ad-c641-4639-93c3-6eccbeb48d55,P0095,2025-01-23,9,455.27,East,Online,SP049
9a40e4a4-cef8-4c6b-b117-8f6e94e7b49c,P0040,2025-03-18,4,434.93,East,Distributor,SP032
d75dfb6d-40c1-4b5f-a758-ab398cc5c451,P0062,2025-02-23,2,440.09,North,Online,SP032
43324458-9416-4992-9a17-4e816a2ab6d9,P0011,2025-04-04,1,17.45,West,Retail,SP012
aa8fffb5-bd44-48ea-8b62-4ebeb04ffa47,P0007,2024-12-19,7,218.06,South,Distributor,SP037
fa637111-9a2e-4e36-b3bd-501c646690da,P0033,2025-03-15,6,220.13,North,Retail,SP034
c6683d61-7d55-4298-9d07-a98c40650084,P0077,2025-01-09,9,173.7,East,Distributor,SP008
612c6b39-23c0-43c0-b819-11417f3f21da,P0049,2024-11-24,4,224.47,South,Online,SP040
5fb6fa2b-ca05-440a-a5cd-28b142131f4f,P0097,2025-04-20,8,474.31,West,Online,SP035
56d9260f-8853-43eb-a522-2aba667afafb,P0024,2025-04-16,6,297.89,North,Distributor,SP028
d1379a18-67b1-409a-99ea-c1b77c900f06,P0012,2025-01-31,3,122.53,South,Online,SP006
bae12156-fd96-410d-b5ce-7cc197a19a20,P0063,2024-12-14,7,70.19,South,Online,SP034
0b999f72-dffa-42f1-a945-6957398212af,P0023,2024-12-23,4,195.33,East,Retail,SP016
1accdc1c-11df-4386-aff1-9c33aa061ebd,P0061,2024-11-28,3,327.85,West,Retail,SP020
4e0e4869-994a-421f-8953-8d76f09a56b1,P0047,2024-12-22,2,139.43,North,Retail,SP004
38d5f481-cac0-4530-849b-a8284865d1a9,P0015,2025-01-23,7,492.0,West,Retail,SP034
ddaabe63-7bc9-4057-8d43-bee1298a3a78,P0017,2025-02-13,8,318.88,West,Distributor,SP048
ee7a823a-f73a-4c17-8ec1-30fc5d3d5ac3,P0041,2025-05-07,6,446.28,East,Retail,SP020
57782b14-eee3-4ed4-b6ab-35fb75a64cb3,P0061,2025-04-20,2,184.12,North,Retail,SP006
a9beff57-9178-4906-a786-d433cfce08b8,P0020,2025-03-07,6,27.6,West,Retail,SP027
29f5fbb5-01fd-456e-9d26-4d6baf95121f,P0087,2025-03-20,8,123.23,West,Distributor,SP016
39bebc7c-fd2d-40bf-93d0-c4158924f5de,P0094,2025-02-11,1,227.98,West,Retail,SP025
ee5b4d55-18e7-402c-9510-65508b6e92fe,P0077,2025-01-09,1,313.15,East,Distributor,SP045
187cbc2c-fae3-4c81-a360-6565f37161ea,P0042,2024-12-20,3,226.5,East,Retail,SP031
e18229af-6e65-4b67-aede-467bd07ba3df,P0001,2025-03-30,4,107.46,East,Online,SP029
ed4a80c8-6214-40cd-bb83-50070fb4c01c,P0064,2024-12-14,6,427.8,South,Online,SP050
ae9066e2-f4eb-4f9a-897b-00dfa6604794,P0069,2025-02-24,1,113.44,South,Online,SP017
0d38e83c-2e10-43c3-b885-abce5d578310,P0037,2025-01-24,4,58.47,North,Retail,SP026
43920698-adc4-4a80-9300-93afff1ed65c,P0047,2025-04-06,7,402.28,North,Retail,SP046
bf2c40eb-1bd7-48b9-a71a-b357b6fd8ea5,P0068,2025-04-28,1,113.16,South,Online,SP006
9476bb89-906e-4f1b-936f-a9194dc1d41f,P0050,2025-03-04,6,466.22,East,Retail,SP046
89df8ab1-e52e-4e76-b34b-ffc00e269508,P0037,2025-04-06,9,409.26,North,Retail,SP027
2a613258-1a58-4957-a075-d2f78671bba4,P0077,2024-12-18,1,310.45,North,Online,SP047
841e9f53-2639-42e0-97ad-1d207cc5f3ac,P0004,2024-12-12,8,268.14,West,Retail,SP001
c821ecc3-2899-4024-9027-242d1671757b,P0018,2025-02-28,7,289.52,West,Distributor,SP008
d77d6f1a-e9c1-4b0d-b71c-da058eab153a,P0002,2024-12-02,7,249.31,North,Retail,SP005
b1b60d0f-d398-4d9f-8629-f19143e9ad5a,P0096,2025-04-04,3,228.05,South,Online,SP039
2269e2f2-5a11-40de-b802-2783e50daf23,P0070,2025-02-26,1,197.99,North,Retail,SP001
8d6c149c-4f52-41e1-b70b-7964f1b143bb,P0058,2024-11-11,3,208.46,North,Distributor,SP020
86500eb5-204a-413a-8045-1b9d6150a355,P0047,2024-12-13,8,337.12,North,Retail,SP002
4991d0d6-e250-4f33-a033-024c06480016,P0069,2025-02-08,1,412.78,North,Online,SP042
5b3aa931-2d43-42ac-a866-e52f9fd92b64,P0003,2025-01-01,7,477.25,East,Retail,SP012
aab78b56-e9af-423f-851d-bcffaab016fa,P0032,2025-01-15,5,5.77,West,Online,SP012
c5d9cd5b-29f3-41fd-89ae-ade7f34f3cf8,P0010,2024-11-10,7,360.2,East,Distributor,SP035
0153b7f6-095b-4c0e-a3f4-2ebbe48b489a,P0099,2025-01-21,7,25.08,South,Retail,SP042
d741f0bb-ea66-43bd-8f35-031b3662b002,P0016,2024-11-21,4,344.86,South,Retail,SP039
686fc895-c694-4633-b331-1efec6d565c0,P0087,2024-11-16,2,334.32,North,Online,SP011
16448524-2ade-447d-be92-482759d968cd,P0071,2025-02-11,1,230.84,North,Retail,SP026
f7a0e406-bc9b-4ac0-b0ca-35f040595adf,P0072,2025-01-01,2,50.68,North,Distributor,SP007
68e63884-84d7-4f46-aa0a-4dca0d127d9a,P0037,2024-12-12,8,376.83,North,Distributor,SP042
3612a412-920a-493c-b751-cc5af6ee86c9,P0079,2025-01-13,1,205.1,North,Online,SP049
61bfb3fb-7c09-4494-9d5c-87cc8ec431d2,P0027,2024-12-31,3,180.61,West,Retail,SP013
025946d8-6835-4071-a1ae-8b84756bf6bd,P0080,2025-02-01,7,209.27,East,Online,SP021
f3e899ea-2039-4970-804b-4a397b8e7908,P0042,2024-12-18,9,324.99,East,Distributor,SP023
165ff8fc-0d7b-4cea-8798-8a344215b7a6,P0048,2025-04-08,3,298.86,West,Distributor,SP007
a5f80f09-3bee-4121-9a8b-5f7cf313cf3a,P0057,2025-03-22,2,73.74,North,Online,SP012
3a316256-2837-4229-950b-d4430bdd1a4c,P0049,2024-12-08,9,308.22,South,Retail,SP045
7a591cd7-e3bc-47e4-85dd-2540008500a0,P0013,2025-03-04,3,363.37,East,Online,SP035
51283eef-c427-4fb9-821e-314610f840e2,P0001,2025-02-14,5,451.71,West,Online,SP013
0c235b09-b731-48c3-93e2-67a922369e10,P0091,2025-05-05,6,415.36,East,Distributor,SP033
d1de301c-99b9-44bc-b6d2-855d6bba87e3,P0008,2025-01-05,8,410.91,West,Distributor,SP033
ac59a955-c4ef-4943-9cfa-c63465fdbcc1,P0002,2025-02-01,9,213.91,West,Distributor,SP016
abae11ec-f99c-49c8-8759-0cc593567297,P0004,2025-03-08,3,227.18,East,Distributor,SP028
654d4341-1c75-4570-aed6-36b6687a713a,P0065,2025-01-24,7,290.71,West,Retail,SP041
6a9683a2-bc04-4ba7-bd51-ebda015358be,P0090,2025-01-07,5,65.89,East,Online,SP047
1c15291a-28b9-4df8-906b-93e50a9cbe6c,P0065,2025-02-16,1,111.95,South,Distributor,SP015
16473cd3-1465-4f24-8761-7c4b3521bf7d,P0031,2025-03-19,9,365.94,West,Distributor,SP027
2042352f-389e-4c55-9ee6-6d1252383ccd,P0019,2024-11-26,9,38.36,East,Retail,SP041
098d45e7-38ba-467f-8a86-f6e86cb4aec1,P0013,2024-12-06,5,347.78,East,Distributor,SP037
7a09756b-edad-4821-84b6-6cefdcd4576e,P0076,2025-02-25,2,204.93,East,Online,SP021
0d7c708a-90c4-4a3a-a756-01127364d870,P0055,2025-04-12,7,273.55,South,Retail,SP018
f80db815-e0ee-4284-9083-77e15d7e72b6,P0023,2025-04-02,6,395.55,East,Distributor,SP007
7d136175-aa60-46ab-bd15-83eed6877c81,P0041,2025-01-11,2,195.2,North,Retail,SP047
34e3bfcb-25e7-4617-a406-a474c8a4b605,P0016,2025-03-24,3,429.49,East,Retail,SP011
8b604e66-b8d7-4266-9cf1-74f1e89edc69,P0059,2025-01-25,9,218.34,South,Retail,SP042
7d5b2f45-f2c3-4b3a-bf94-c91579d5820d,P0091,2025-04-06,8,445.38,North,Retail,SP018
840333b6-96bc-4d75-b297-046563b796a1,P0067,2025-02-26,9,18.57,West,Online,SP037
18814f30-2184-49d4-ad50-619122d30da6,P0018,2025-01-25,1,265.28,East,Online,SP013
8b765317-2e29-4231-bcf6-76637219afe3,P0087,2025-05-01,2,87.6,South,Distributor,SP014
7cbd6f1d-bd2b-452d-8411-abde2a9fc52f,P0049,2024-11-13,5,324.64,South,Distributor,SP049
2fa180e1-3303-4b49-b2ee-b87fcf1e792b,P0088,2025-04-20,5,445.6,West,Distributor,SP005
6ae165fe-55cb-4ead-8310-17947bc8fa98,P0090,2025-04-10,1,473.59,North,Online,SP001
ef352240-3b3e-4b66-9572-d41654fab045,P0043,2025-03-10,3,17.6,East,Online,SP031
fdf5ab37-a684-4ff9-b39a-1969caf7f52c,P0012,2025-03-29,2,320.27,East,Retail,SP021
d4d98270-9b58-48d3-a7f7-7e571af72b10,P0098,2025-02-21,1,55.12,North,Retail,SP030
17ce8c25-61dd-486d-ad8a-91eef520e668,P0058,2024-12-29,5,267.89,East,Distributor,SP002
57d7f8de-8a01-4e65-a680-ee3e77712ace,P0052,2025-04-15,4,292.21,North,Retail,SP033
4fb9cd1f-1946-4600-8201-21fc37d94b4e,P0066,2025-01-29,6,229.73,West,Online,SP042
531801fc-5a94-4320-b0e9-89a43eeb3a53,P0045,2025-04-20,4,87.84,West,Distributor,SP047
ed54fcf6-e18a-43b0-93d2-ecdb2b804114,P0076,2025-03-04,2,245.37,East,Distributor,SP035
b2824a45-5b8c-466c-8613-bd18bcba4d9d,P0010,2024-12-18,8,488.84,North,Distributor,SP002
16b08ab8-a589-42bc-a976-b7613b48660e,P0028,2025-01-27,3,482.19,South,Online,SP046
6d93ddb6-98a9-457a-917c-8d6a09132805,P0039,2025-03-21,4,54.15,East,Retail,SP046
8658d522-c5f6-41a7-ba1d-2cfa2f0fcee5,P0095,2025-01-14,6,463.19,North,Retail,SP042
64a8eea8-3c1f-4b1e-8e2b-7b88569a1014,P0091,2025-01-28,3,16.56,South,Distributor,SP048
a6ceb808-94aa-48ed-a561-276167687a16,P0052,2024-12-17,5,148.18,North,Online,SP003
db1ec80c-1765-491f-a1a2-609a03bed30f,P0018,2024-11-09,5,418.56,West,Distributor,SP004
ffeb31ab-671e-4b56-9ddb-725ebe9b1886,P0031,2025-03-22,5,478.18,East,Distributor,SP005
535fc5ee-86fd-4c60-a65b-59e7c0b63e93,P0052,2025-04-05,5,239.63,North,Online,SP035
79cbc3dd-2b9e-49ca-837e-93d618129a86,P0011,2025-05-02,6,303.46,East,Retail,SP014
6e9cb6ab-1f81-4d83-9b5c-2764aa6ab597,P0060,2025-01-17,9,492.09,East,Online,SP016
1fa30b87-cc35-4cf2-b788-a9e846a40965,P0028,2025-03-25,4,20.31,West,Retail,SP002
d5b6326b-4f89-4e31-a370-74ec23a6a22e,P0002,2025-04-15,6,273.0,West,Retail,SP009
